ID,Producto,Categoria,Precio,Descuento,Stock,Publicidad,Calificacion,Visitas_Web,Mes,Dia_Semana,Temporada,Ventas
1395,Escritorio,Gaming,2131.76,33,74,Si,2.3,762,Febrero,Sabado,Campaña Escolar,231
1396,Impresora,Accesorios,1698.6,14,103,No,4.3,2158,Junio,Martes,Navidad,180
1397,Mouse,Accesorios,2588.76,26,21,No,3.3,5329,Julio,Sabado,Black Friday,210
1398,Smartwatch,Gaming,834.52,6,269,No,2.1,4618,Octubre,Miercoles,Black Friday,237
1399,Celular,Gaming,1876.99,47,477,No,2.6,1895,Julio,Jueves,Navidad,284
1400,Teclado,Oficina,466.08,34,370,No,3.5,1628,Febrero,Lunes,Fiestas Patrias,232
1401,Celular,Accesorios,2725.12,26,46,Si,3.6,7764,Noviembre,Martes,Normal,318
1402,Escritorio,Tecnologia,606.17,35,156,Si,4.9,2782,Febrero,Jueves,Normal,278
1403,Tablet,Gaming,2514.18,27,458,No,3.6,9686,Noviembre,Miercoles,Campaña Escolar,317
1404,Router,Gaming,556.43,8,470,No,3.1,9153,Febrero,Domingo,Normal,235
1405,Smartwatch,Oficina,2435.37,41,373,No,2.2,2735,Abril,Miercoles,Black Friday,266
1406,Camara,Computo,293.87,2,167,Si,2.6,1348,Septiembre,Miercoles,Navidad,224
1407,Smartwatch,Tecnologia,2398.35,18,63,No,1.7,6019,Julio,Lunes,Black Friday,237
1408,Impresora,Oficina,2173.89,30,298,Si,4.6,7740,Agosto,Jueves,Normal,328
1409,Teclado,Gaming,1016.18,6,393,Si,1.3,9391,Noviembre,Domingo,Fiestas Patrias,311
1410,Celular,Oficina,2591.47,15,284,No,1.5,7691,Marzo,Miercoles,Black Friday,294
1411,Smartwatch,Tecnologia,2407.36,48,338,No,1.3,5949,Octubre,Sabado,Black Friday,285
1412,Celular,Gaming,1285.37,35,68,No,3.7,4361,Marzo,Viernes,Normal,263
1413,Audifonos,Oficina,631.49,16,432,No,2.7,606,Octubre,Jueves,Navidad,243
1414,Smartwatch,Computo,1708.69,17,180,Si,2.2,9890,Junio,Lunes,Normal,256
1415,Teclado,Computo,318.97,9,329,Si,1.8,1910,Junio,Domingo,Navidad,257
1416,Smartwatch,Computo,536.72,3,88,No,1.4,2036,Julio,Lunes,Black Friday,159
1417,Impresora,Oficina,211.78,41,193,Si,3.8,2226,Junio,Lunes,Campaña Escolar,288
1418,Monitor,Computo,752.09,43,10,No,4.6,8022,Octubre,Lunes,Normal,300
1419,Mouse,Computo,3015.62,24,426,No,1.1,9230,Marzo,Lunes,Navidad,269
1420,Laptop,Oficina,487.02,26,426,No,2.4,4532,Noviembre,Domingo,Black Friday,305
1421,Audifonos,Tecnologia,2951.45,40,160,Si,1.7,7446,Diciembre,Jueves,Navidad,327
1422,Impresora,Oficina,1541.28,34,303,Si,3.4,2638,Octubre,Jueves,Fiestas Patrias,271
1423,Smartwatch,Oficina,3496.19,2,458,No,4.8,3268,Febrero,Sabado,Campaña Escolar,166
1424,Celular,Gaming,3157.03,32,342,No,4.5,9661,Noviembre,Miercoles,Campaña Escolar,309
1425,Impresora,Oficina,2284.74,37,432,Si,2.3,6518,Abril,Jueves,Normal,246
1426,Audifonos,Computo,1750.14,9,481,No,1.1,1552,Enero,Miercoles,Navidad,198
1427,Smartwatch,Accesorios,47.87,49,61,Si,1.6,3533,Octubre,Sabado,Normal,297
1428,Router,Computo,888.69,33,490,No,4.3,7337,Mayo,Lunes,Navidad,346
1429,Tablet,Accesorios,2105.49,6,417,No,4.4,9966,Junio,Domingo,Normal,230
1430,Camara,Computo,760.29,6,106,No,4.4,6157,Julio,Sabado,Navidad,232
1431,Monitor,Oficina,3335.3,14,445,No,3.0,3062,Julio,Miercoles,Navidad,224
1432,Silla Gamer,Gaming,1464.19,25,170,Si,4.7,577,Marzo,Lunes,Navidad,274
1433,Router,Oficina,3484.28,25,96,No,3.0,848,Abril,Sabado,Black Friday,177
1434,Disco SSD,Gaming,2758.68,2,124,Si,3.9,6299,Octubre,Domingo,Black Friday,235
1435,Camara,Accesorios,1970.01,23,251,Si,2.4,8628,Junio,Jueves,Campaña Escolar,279
1436,Teclado,Computo,2963.96,1,208,Si,2.1,7238,Julio,Jueves,Fiestas Patrias,232
1437,Silla Gamer,Accesorios,435.07,46,415,Si,3.0,465,Julio,Miercoles,Fiestas Patrias,310
1438,Audifonos,Gaming,701.2,7,307,Si,4.3,6666,Abril,Jueves,Campaña Escolar,281
1439,Teclado,Accesorios,3064.64,18,247,No,2.7,3866,Enero,Martes,Fiestas Patrias,180
1440,Celular,Gaming,2907.16,2,96,Si,4.8,4585,Julio,Jueves,Normal,194
1441,Teclado,Computo,2323.66,7,474,No,3.5,682,Marzo,Lunes,Fiestas Patrias,173
1442,Silla Gamer,Gaming,1859.47,25,489,No,3.9,3922,Marzo,Sabado,Normal,204
1443,Smartwatch,Tecnologia,1038.5,11,20,No,4.7,9834,Enero,Domingo,Normal,253
1444,Router,Computo,535.39,9,89,Si,1.0,3823,Febrero,Jueves,Fiestas Patrias,172
1445,Tablet,Accesorios,798.75,27,134,Si,3.0,3180,Abril,Lunes,Navidad,313
1446,Camara,Gaming,1392.31,8,18,Si,1.5,4418,Septiembre,Miercoles,Black Friday,259
1447,Monitor,Gaming,1722.52,44,17,No,1.9,1196,Febrero,Domingo,Fiestas Patrias,205
1448,Parlante,Gaming,3305.11,4,452,No,4.4,4834,Diciembre,Jueves,Campaña Escolar,236
1449,Monitor,Accesorios,429.1,18,447,No,1.8,436,Febrero,Martes,Campaña Escolar,217
1450,Celular,Oficina,1079.92,18,347,Si,4.1,7312,Mayo,Domingo,Navidad,318
1451,Celular,Gaming,3166.04,17,390,No,3.7,6192,Junio,Sabado,Normal,175
1452,Camara,Oficina,755.0,42,446,No,1.7,3281,Agosto,Sabado,Campaña Escolar,307
1453,Disco SSD,Accesorios,1402.21,15,317,No,3.6,706,Junio,Jueves,Fiestas Patrias,206
1454,Laptop,Gaming,341.1,2,236,Si,2.4,3335,Enero,Domingo,Normal,171
1455,Audifonos,Gaming,2284.11,43,402,Si,2.8,5091,Julio,Miercoles,Fiestas Patrias,333
1456,Camara,Accesorios,162.51,33,55,No,4.9,1727,Agosto,Jueves,Normal,212
1457,Disco SSD,Computo,3092.08,38,103,No,1.4,5102,Mayo,Lunes,Campaña Escolar,188
1458,Monitor,Accesorios,1545.28,36,326,No,4.0,3733,Agosto,Sabado,Fiestas Patrias,268
1459,Smartwatch,Tecnologia,1702.66,1,489,No,1.3,4268,Mayo,Domingo,Normal,168
1460,Celular,Oficina,2512.81,12,104,Si,2.9,6060,Junio,Sabado,Black Friday,282
1461,Parlante,Accesorios,2977.78,22,225,Si,4.4,6262,Diciembre,Miercoles,Navidad,255
1462,Impresora,Oficina,985.45,15,222,No,3.8,6526,Octubre,Sabado,Navidad,274
1463,Celular,Tecnologia,2698.81,44,56,No,4.5,259,Enero,Sabado,Campaña Escolar,279
1464,Smartwatch,Accesorios,2627.62,28,270,No,1.3,9224,Enero,Jueves,Campaña Escolar,274
1465,Impresora,Gaming,3254.68,2,464,Si,3.3,9280,Febrero,Lunes,Campaña Escolar,241
1466,Camara,Accesorios,2692.95,10,436,No,2.2,1881,Octubre,Sabado,Black Friday,200
1467,Celular,Oficina,2935.69,9,229,Si,4.5,5316,Diciembre,Martes,Fiestas Patrias,244
1468,Silla Gamer,Gaming,461.42,42,124,Si,4.4,8961,Junio,Domingo,Fiestas Patrias,406
1469,Mouse,Oficina,1217.05,19,86,No,5.0,2582,Junio,Martes,Black Friday,253
1470,Parlante,Gaming,2438.0,38,348,Si,3.2,5045,Abril,Lunes,Normal,274
1471,Disco SSD,Tecnologia,1688.73,30,232,Si,1.4,9342,Agosto,Martes,Fiestas Patrias,295
1472,Laptop,Oficina,1576.51,47,360,No,4.8,1100,Octubre,Jueves,Navidad,299
1473,Teclado,Tecnologia,2439.5,1,374,Si,3.6,4068,Junio,Martes,Navidad,252
1474,Laptop,Gaming,38.61,21,377,No,4.6,1623,Julio,Domingo,Black Friday,286
1475,Mouse,Accesorios,354.52,10,218,No,4.7,6300,Diciembre,Martes,Campaña Escolar,242
1476,Audifonos,Oficina,3359.39,8,355,Si,2.4,5926,Julio,Martes,Black Friday,266
1477,Router,Accesorios,3202.87,18,37,No,3.3,8265,Mayo,Sabado,Campaña Escolar,198
1478,Teclado,Oficina,2581.12,50,297,No,2.5,1523,Marzo,Lunes,Fiestas Patrias,267
1479,Monitor,Gaming,616.03,43,198,No,2.2,469,Agosto,Martes,Fiestas Patrias,260
1480,Mouse,Tecnologia,466.09,27,303,No,2.0,1390,Agosto,Martes,Fiestas Patrias,211
1481,Silla Gamer,Accesorios,2350.5,24,454,No,3.4,1411,Diciembre,Jueves,Black Friday,258
1482,Mouse,Tecnologia,325.26,42,197,No,4.5,2808,Septiembre,Lunes,Normal,244
1483,Disco SSD,Accesorios,2193.96,31,415,Si,2.5,8544,Agosto,Miercoles,Navidad,346
1484,Laptop,Computo,3005.55,28,57,No,4.7,5844,Septiembre,Viernes,Black Friday,233
1485,Tablet,Computo,109.58,18,110,Si,4.2,6868,Marzo,Viernes,Normal,292
1486,Audifonos,Accesorios,2221.0,35,290,No,3.6,480,Septiembre,Jueves,Fiestas Patrias,226
1487,Teclado,Tecnologia,3307.73,45,160,No,2.4,5255,Junio,Sabado,Navidad,323
1488,Teclado,Computo,1384.05,32,269,Si,3.4,1381,Febrero,Miercoles,Normal,244
1489,Celular,Computo,727.88,27,79,No,4.4,5994,Diciembre,Miercoles,Black Friday,291
1490,Disco SSD,Computo,151.61,23,462,No,4.9,2942,Octubre,Domingo,Fiestas Patrias,263
1491,Tablet,Accesorios,1127.87,4,366,Si,5.0,5517,Junio,Sabado,Black Friday,294
1492,Camara,Oficina,92.77,38,380,Si,1.4,4370,Enero,Martes,Campaña Escolar,335
1493,Monitor,Accesorios,1619.07,30,366,Si,3.3,9139,Enero,Jueves,Fiestas Patrias,311
1494,Escritorio,Oficina,1346.39,38,80,Si,3.9,7462,Julio,Lunes,Black Friday,388
1495,Celular,Computo,2994.5,11,44,No,1.7,3933,Diciembre,Viernes,Black Friday,165
1496,Celular,Tecnologia,717.63,49,232,Si,1.8,1239,Diciembre,Domingo,Campaña Escolar,303
1497,Impresora,Tecnologia,1858.23,46,10,Si,1.8,3207,Abril,Domingo,Fiestas Patrias,264
1498,Parlante,Accesorios,3044.46,34,259,Si,3.9,9139,Diciembre,Viernes,Fiestas Patrias,366
1499,Router,Tecnologia,2387.23,12,393,Si,1.9,3265,Septiembre,Domingo,Navidad,249
1500,Tablet,Tecnologia,890.29,39,476,Si,3.0,283,Abril,Domingo,Black Friday,313
